name,developers,appid,type,price,ratings,release date,genres,platforms
Train Sim World® 5: New Journeys - CSX SD40 Add-On,['Dovetail Games'],2970230,dlc,$1.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: New Journeys - S-Bahn Köln BR 423 Add-On,['Dovetail Games'],2970240,dlc,$1.99,0,"Aug 20, 2024",['Simulation'],['windows']
Dubscr's Murder Mystery,['Dubscr'],2969250,game,$0.00,0,Coming Soon,"['Action', 'Casual', 'Indie', 'Free To Play', 'Early Access']",['windows']
Death Protocol,['First Games'],2969270,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
Thunder Age,['FunLine'],2969320,game,$0.00,0,"May 30, 2024","['Strategy', 'Free To Play']",['windows']
Body Count Demo,['Full Yard Games'],2969330,demo,$0.00,0,"May 14, 2024",[],['windows']
Elf Defense,"['HUQI', 'HUQI']",2969350,game,$1.99,0,"Jun 16, 2024","['Adventure', 'Casual', 'Strategy']",['windows']
DARKWELL:Assassin's Choice Demo,['XDG GAME STUDIO'],2969360,demo,$0.00,0,"Jun 4, 2024",[],['windows']
Train Sim World® 5: Great Western Express Route Add-On,['Dovetail Games'],2969390,dlc,$14.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Rapid Transit,['Dovetail Games'],2969400,dlc,$8.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: West Somerset Railway Route Add-On,['Dovetail Games'],2969410,dlc,$7.49,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Ruhr-Sieg Nord: Hagen - Finnentrop Route Add-On,['Dovetail Games'],2969420,dlc,$12.49,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Long Island Rail Road: New York - Hicksville Route Add-On,['Dovetail Games'],2969430,dlc,$29.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Northern Trans-Pennine: Manchester - Leeds Route Add-On,['Dovetail Games'],2969440,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: BR Class 33 Add-On,['Dovetail Games'],2969450,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Main-Spessart Bahn: Aschaffenburg - Gemunden Route Add-On,['Dovetail Games'],2969460,dlc,$12.49,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: DB BR 182 Loco Add-On,['Dovetail Games'],2969470,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: DB BR 155 Loco Add-On,['Dovetail Games'],2969480,dlc,$7.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: BR Class 52 Add-On,['Dovetail Games'],2969490,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: BR Heavy Freight Pack Loco Add-On,['Dovetail Games'],2969500,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Tees Valley Line: Darlington – Saltburn-by-the-Sea Route Add-On,['Dovetail Games'],2969510,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Peninsula Corridor: San Francisco - San Jose Route Add-On,['Dovetail Games'],2969520,dlc,$7.49,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Rhein-Ruhr Osten: Wuppertal - Hagen Route Add-On,['Dovetail Games'],2969530,dlc,$14.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: BR Class 31 Loco Add-On,['Dovetail Games'],2969540,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: East Coastway: Brighton - Eastbourne & Seaford Route Add-On,['Dovetail Games'],2969550,dlc,$11.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Caltrain MP36PH-3C Baby Bullet Loco Add-On,['Dovetail Games'],2969560,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Canadian National Oakville Subdivision: Hamilton - Oakville Route Add-On,['Dovetail Games'],2969570,dlc,$7.49,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Caltrain MP15DC Diesel Switcher Loco Add-On,['Dovetail Games'],2969580,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Hauptstrecke Rhein-Ruhr: Duisburg - Bochum Route Add-On,['Dovetail Games'],2969600,dlc,$14.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: DB BR 204 Add-On,['Rivet Games'],2969610,dlc,$7.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: LIRR M3 EMU Add-On,['Dovetail Games'],2969620,dlc,$7.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: BR Class 20 'Chopper' Loco Add-On,['Dovetail Games'],2969630,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Isle Of Wight: Ryde - Shanklin Route Add-On,['Rivet Games'],2969640,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Hauptstrecke Munchen - Augsburg Route Add-On,['Dovetail Games'],2969650,dlc,$11.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: DB BR 363 Loco Add-On,['Dovetail Games'],2969660,dlc,$7.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Southern BR Class 313 EMU Add-On,['Dovetail Games'],2969670,dlc,$7.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: CSX C40-8W Loco Add-On,['Dovetail Games'],2969680,dlc,$9.99,0,"Aug 20, 2024",['Simulation'],['windows']
Mycelium,['Cellar Bog'],2969710,game,$2.49,0,"Jul 26, 2024","['Action', 'Adventure', 'Indie', 'RPG']",['windows']
Train Sim World® 5: Arosalinie: Chur - Arosa Route Add-On,['Rivet Games'],2969720,dlc,$11.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: Cane Creek: Thompson - Potash Route Add-On,['Skyhook Games'],2969730,dlc,$11.99,0,"Aug 20, 2024",['Simulation'],['windows']
Train Sim World® 5: DB BR 187 Loco Add-On,['Dovetail Games'],2969740,dlc,$7.99,0,"Aug 20, 2024",['Simulation'],['windows']
SLEDGE,"['Anthony Mollé', 'Dominic Fanaris', 'Evan Pompa', 'Mike McInnes', 'Kaelan Cook', 'Alexis Joystick', 'Attie Sit', 'Joshua Vallaincourt', 'Enrico Widodo', 'Kat Pe Benito', 'Jonah Ryan']",2968800,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
Wizwag,['transmutrix'],2968820,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
Escape Floor Zero Demo,['GameDev Dragon'],2968830,demo,$0.00,0,"May 5, 2024",[],['windows']
Fest Guests,['Net Get Games'],2968840,game,$1.99,0,"Jun 8, 2024","['Action', 'Adventure', 'Casual']",['windows']
Snaps,['RoadTato Games'],2968850,game,$0.00,0,Coming Soon,"['Action', 'Indie', 'Strategy']",['windows']
Palpus X Annihilation,['Sebastian Vargek (Meister Palpus)'],2968860,game,$0.00,0,Coming Soon,"['Action', 'Indie', 'RPG']",['windows']
Stellar Larceny,['Lodestone Studios'],2968870,game,$0.00,0,"Oct 11, 2024","['Adventure', 'Indie', 'Free To Play']",['windows']
Bub-O Burst,['Gabboco Games'],2968880,game,$7.99,0,"Nov 18, 2024","['Action', 'Casual', 'Indie']","['windows', 'mac']"
SDIES,['Goodcat Games'],2968900,game,$0.00,0,"May 15, 2024","['Casual', 'Indie', 'Free To Play']","['windows', 'mac']"
Omnimancer Demo,"['Chilman', 'Gwiny']",2968920,demo,$0.00,0,"May 1, 2024",[],['windows']
Realms of Wilorth Demo,['Reckless Monster Studio'],2968930,demo,$0.00,0,"May 6, 2024",[],['windows']
Ember Lord,['Mehmet Keskin'],2968940,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
Pillow Pinky,['GXPlay'],2968950,game,$3.49,0,"May 17, 2024","['Action', 'Adventure', 'Early Access']",['windows']
Squirrels Forest Race Demo,['Math.F Game Studio'],2968960,demo,$0.00,0,"Jul 9, 2024",[],['windows']
Escape Everlit,['lantao studio'],2968970,game,$0.00,0,Coming Soon,"['Adventure', 'Indie']",['windows']
DNA Season 2 | Episode 4,['Inoa Games'],2968990,game,$2.49,0,"May 17, 2024","['Action', 'Indie', 'RPG']",['windows']
Blastgrid Demo,['Rune'],2969000,demo,$0.00,0,"May 9, 2024",[],"['windows', 'mac', 'linux']"
Defender Of Falyndor,['Larrabee Game Studio'],2969010,game,$0.00,0,Coming Soon,"['Action', 'Indie', 'Strategy']",['windows']
MyLittlePool,['SuperLoki'],2969020,game,$2.99,0,"Jul 3, 2024","['Casual', 'Indie', 'Simulation']",['windows']
TunTun,['Captain Gum Games'],2969030,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'Early Access']",['windows']
Roulette Simulator 2025,['FlagmanJeremy'],2969040,game,$0.69,0,"May 15, 2024","['Casual', 'Indie', 'Simulation', 'Strategy']",['windows']
New Brooklyn Bridge Tycoon Playtest,[],2969050,game,$0.00,0,"May 6, 2024",[],['windows']
Steve's Warehouse Demo,['Definitely Named Steve'],2969070,demo,$0.00,0,"Jun 5, 2024","['Indie', 'Strategy']",['windows']
Pyramid Game YSBC Advance,['Pyramid Game'],2969080,dlc,$0.79,0,"May 14, 2024","['Casual', 'Indie', 'Massively Multiplayer', 'Simulation']","['windows', 'mac']"
Pyramid Game YSBC Premier,['Pyramid Game'],2969090,dlc,$2.49,0,"May 14, 2024","['Casual', 'Indie', 'Massively Multiplayer', 'Simulation']","['windows', 'mac']"
Pyramid Game YSBC Elite,['Pyramid Game'],2969100,dlc,$4.99,0,"May 14, 2024","['Casual', 'Indie', 'Massively Multiplayer', 'Simulation']","['windows', 'mac']"
Pyramid Game YSBC Jade,['Pyramid Game'],2969110,dlc,$7.49,0,"May 14, 2024","['Casual', 'Indie', 'Massively Multiplayer', 'Simulation']","['windows', 'mac']"
Pyramid Game YSBC Private,['Pyramid Game'],2969120,dlc,$9.99,0,"May 14, 2024","['Casual', 'Indie', 'Massively Multiplayer', 'Simulation']","['windows', 'mac']"
Kaiju Fury Turbo,['Joshua Laidacker'],2969150,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
Untraveled Lands: Chantico Demo,['Tall Troll Games'],2969200,demo,$0.00,0,"May 13, 2024",[],['windows']
K!ll All Litterbugs,['Headbox'],2969210,game,$19.99,0,"Jun 17, 2024","['Action', 'Early Access']",['windows']
Dark Destruction,['kite'],2969220,game,$5.99,0,"Jun 8, 2024","['Action', 'Adventure', 'Indie', 'RPG']",['windows']
Shepherds,['Team Sheep'],2969240,game,$0.00,0,"Nov 21, 2024","['Adventure', 'Indie', 'Free To Play']",['windows']
Hentai Girls: The Princesses,['TakeThem.Games'],2968250,game,$1.19,0,"Aug 1, 2024","['Adventure', 'Casual', 'Indie', 'Simulation']",['windows']
Toymaker: Threads of Joy,['Uprising Studios'],2968270,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'Simulation']",['windows']
Cards and Dungeons,['Family Devs'],2968290,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
Rollz Ball,['ToppyMotion'],2968310,game,$3.99,0,"Jul 18, 2024","['Action', 'Adventure', 'Casual', 'Indie']",['windows']
SLIMECORE Playtest,[],2968320,game,$0.00,0,"Oct 21, 2024",[],['windows']
Mythical Mayhem - Judgment Night Expansion,['dragons1ayer studios'],2968330,dlc,$3.59,0,"Aug 28, 2024","['Indie', 'RPG', 'Strategy']",['windows']
Morbid: The Lords of Ire Official Art book,['Still Running'],2968360,dlc,$1.99,0,"May 29, 2024","['Action', 'Adventure', 'Indie']",['windows']
Rogue Ascent VR,['Nooner Bear Studio LLC'],2968390,game,$4.99,0,"Jul 17, 2024",['Action'],['windows']
Broke in Isekai,['Noxurtica'],2968400,game,$7.49,0,"Jun 14, 2024","['Casual', 'RPG']",['windows']
Bridges of Patience,"['Anıl Demirhan', 'Barkın Demirhan']",2968410,game,$1.79,0,"May 30, 2024","['Action', 'Adventure', 'Indie']",['windows']
MK1: Homelander,"['NetherRealm Studios', 'QLOC']",2968440,dlc,$3.99,0,"Jun 11, 2024",['Action'],['windows']
MK1: Ferra,"['NetherRealm Studios', 'QLOC']",2968450,dlc,$2.49,0,"Jul 23, 2024",['Action'],['windows']
Emergent Fates re:developed,['megaphemeral'],2968470,game,$0.00,0,Coming Soon,"['Indie', 'RPG', 'Strategy']",['windows']
Ammossum Demo,['West Glade'],2968480,demo,$0.00,0,"May 12, 2024",[],['windows']
剑箫行,['枫十三'],2968500,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'RPG']",['windows']
Phantom Watcher,['Silly Studioz'],2968510,game,$0.00,0,"May 22, 2024","['Indie', 'Strategy', 'Free To Play']",['windows']
Hentai Sensei,['htaidisgust'],2968520,game,$0.59,0,"May 22, 2024","['Casual', 'Indie', 'Strategy']",['windows']
Touch Maze,['Mr Jazz Entertainment'],2968570,game,$1.01,0,"May 28, 2024","['Action', 'Casual', 'Indie']",['windows']
Eye Of The Summoner Demo,['Bumblebee Studios'],2968580,demo,$0.00,0,"May 3, 2024",[],"['windows', 'linux']"
Tux and Fanny Demo,['Ghost Time Games'],2968590,demo,$0.00,0,"May 1, 2024",[],"['windows', 'mac', 'linux']"
6th Floor,['Sombra Games'],2968600,game,$1.59,0,"Jun 3, 2024","['Adventure', 'Indie', 'Simulation']",['windows']
Word Relay Demo,['LobsterBunny Entertainment Inc.'],2968610,demo,$0.00,0,"May 19, 2024",[],['windows']
Blastgrid,['Rune'],2968620,game,$0.00,0,Coming Soon,"['Casual', 'Indie']","['windows', 'mac', 'linux']"
Ezerath 3D Demo,['HotShot26'],2968630,demo,$0.00,0,"May 22, 2024",[],['windows']
Snatched,['GabaGoo Games'],2968640,game,$8.99,0,"May 27, 2024","['Casual', 'Strategy', 'Early Access']",['windows']
Cubin Demo,['Limsod Games'],2968660,demo,$0.00,0,"Oct 7, 2024",[],['windows']
Sex In The Block,['CritoGames'],2968680,game,$1.29,0,"Aug 16, 2024","['Adventure', 'Casual', 'Indie']",['windows']
Last Box Standing May Go On,['Zyl'],2968690,game,$0.99,0,"Jul 14, 2024","['Casual', 'Indie']",['windows']
Liquidum (demo),['Marvellous Soft'],2968710,demo,$0.00,0,"May 10, 2024",[],"['windows', 'mac', 'linux']"
Mr Snuggles Dungeon Adventure,['unklnik'],2968730,game,$0.00,0,"May 16, 2024","['Action', 'Adventure', 'Indie', 'Free To Play']","['windows', 'linux']"
리프 인 부트스트랩 - 애프터 스토리,['유진게임즈'],2967740,dlc,$4.49,0,"May 3, 2024","['Casual', 'Indie', 'Simulation']",['windows']
Solitary Sentinel,['JLau Games'],2967790,game,$0.00,0,Coming Soon,"['Action', 'Indie']","['windows', 'mac', 'linux']"
Wild West Dynasty Playtest,[],2967810,game,$0.00,0,"Jun 6, 2024",[],['windows']
Warriors of Thalyrion,['Castle Village Games'],2967820,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
Calm Cove Playtest,[],2967840,game,$0.00,0,"May 28, 2024",[],['windows']
Shooting Range Simulator,['Buffed Games'],2967850,game,$0.00,0,Coming Soon,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",['windows']
MY ADAPTATION IN(TO) HUMAN,['SpoocleMacBoogle'],2967860,game,$1.39,0,"May 14, 2024","['Adventure', 'Casual', 'Indie']",['windows']
Control Yourself Demo,['James Michael Bailey'],2967900,demo,$0.00,0,Coming Soon,[],['windows']
ShapeHero Factory Demo,"['Asobism.Co.,Ltd']",2967920,demo,$0.00,0,"May 30, 2024",[],['windows']
Duck Creator 2,['Weakfish Studio'],2967940,game,$0.00,0,Coming Soon,"['Casual', 'Indie', 'Simulation', 'Early Access']",['windows']
The Witch's Bakery,['Sunny Lab'],2967950,game,$0.00,0,Coming Soon,"['Adventure', 'Indie', 'RPG', 'Simulation']",['windows']
Tomb of the Brave DEMO,['ECONG'],2967970,demo,$0.00,0,"May 1, 2024",[],['windows']
Mafia Simulator,"['Quatech', 'Witch Hunt']",2968010,game,$0.00,0,Coming Soon,"['Action', 'Simulation']",['windows']
Links Quartz,['KEEL Games'],2968030,game,$1.49,0,"Jul 25, 2024",['RPG'],['windows']
DayZ Frostline,['Bohemia Interactive'],2968040,dlc,$19.97,2249,"Oct 15, 2024","['Action', 'Adventure', 'Massively Multiplayer']",['windows']
Exodus: Creepy Time,['HugePixel'],2968050,game,$0.59,0,"Jul 26, 2024","['Action', 'Adventure']",['windows']
Magic Storm,['SrBrigao'],2968060,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
Cardian,['heartcase'],2968070,game,$0.00,0,Coming Soon,"['Indie', 'RPG']",['windows']
Celestia: Chain of Fate Demo,['Agate'],2968090,demo,$0.00,0,"Jun 10, 2024",[],['windows']
